win;winner;loser;diff_h;diff_w;diff_r;diff_byear
1;Raquel Pennington;Marion Reneau;-1.0;0;1;-11.21172919361794
1;Belal Muhammad;Lyman Good;1.0;0;2;-3.1212139879668985
1;Jim Miller;Roosevelt Roberts;6.0;0;2;10.453328952682122
1;Bobby Green;Clay Guida;-3.0;0;-1;-4.75300656413205
1;Tecia Torres;Brianna Van Buren;-1.0;0;2;3.9672272531263477
1;Marc-Andre Barriault;Oskar Piechota;-1.0;0;2;-0.06844767517471269
1;Gillian Robertson;Cortney Casey;2.0;0;4;-8.033019158504281
1;Justin Jaynes;Frank Camacho;3.0;10;5;-0.22998418858703465
1;Lauren Murphy;Roxanne Modafferi;2.0;0;2;-0.8377995441384833
1;Austin Hubbard;Max Rohskopf;3.0;0;0;2.7652860770583927
1;Dustin Poirier;Dan Hooker;3.0;-10;3;1.067783732725518
1;Mike Perry;Mickey Gall;4.0;0;3;0.3531900039015175
1;Maurice Greene;Gian Villante;-4.0;-28;-4;-0.8788681492433109
1;Brendan Allen;Kyle Daukaus;1.0;0;1;-2.830995845226117
1;Takashi Sato;Jason Witt;0.0;0;-3;-3.586658179154945
1;Julian Erosa;Sean Woodson;1.0;0;4;2.852899101282025
1;Khama Worthy;Luis Pena;4.0;0;1;6.721561702156786
1;Tanner Boser;Philipe Lins;0.0;-15;3;-5.957685647206993
1;Kay Hansen;Jinh Yu Frey;1.0;0;2;-14.23437852933325
1;Youssef Zalal;Jordan Griffin;0.0;0;1;-6.516218676632648
1;Kamaru Usman;Jorge Masvidal;-1.0;0;-2;-2.4914953763595418
1;Kamaru Usman;Jorge Masvidal;-1.0;0;-2;-2.4914953763595418
1;Alexander Volkanovski;Max Holloway;5.0;0;-2;3.1787100351136575
1;Alexander Volkanovski;Max Holloway;5.0;0;-2;3.1787100351136575
1;Petr Yan;Jose Aldo;0.0;0;3;-6.425867745402027
1;Rose Namajunas;Jessica Andrade;-4.0;10;-3;-0.7611381479428051
1;Amanda Ribas;Paige VanZant;1.0;-10;-1;0.5804362854815637
1;Jiri Prochazka;Volkan Oezdemir;-1.0;0;-5;-3.0691937548341173
1;Muslim Salikhov;Elizeu Zaleski dos Santos;0.0;0;3;2.5051849113944846
1;Makwan Amirkhani;Danny Henry;2.0;0;1;-0.3121213987966899
1;Leonardo Santos;Roman Bogatov;-4.0;0;-2;10.85853918971642
1;Marcin Tybura;Maxim Grishin;0.0;-44;0;-1.5222762958856102
1;Raulian Paiva;Zhalgas Zhumagulov;-4.0;-10;-3;-7.132247753205062
1;Karol Rosa;Vanessa Melo;0.0;0;-2;-6.759892400254626
1;Davey Grant;Martin Day;2.0;10;4;2.896705613393841
1;Calvin Kattar;Dan Ige;-4.0;0;-1;3.3621498045818874
1;Tim Elliott;Ryan Benoit;-2.0;0;2;2.669459331813795
1;Deiveson Figueiredo;Joseph Benavidez;-1.0;0;-3;-3.381315153630807
1;Deiveson Figueiredo;Joseph Benavidez;-1.0;0;-3;-3.381315153630807
1;Jack Hermansson;Kelvin Gastelum;-4.0;0;-6;3.370363525602853
1;Rafael Fiziev;Marc Diakiese;2.0;0;2;0.030116977076873584
1;Jimmie Rivera;Cody Stamann;2.0;10;-4;0.3641416319294715
1;Taila Santos;Molly McCann;-2.0;0;-6;-3.1349035230018414
1;Mounir Lazzez;Abdul Razak Alhassan;-3.0;15;-3;-2.2642490947794958
1;Ariane Lipski;Luana Carolina;0.0;0;2;-0.6269807046003683
1;Askar Askarov;Alexandre Pantoja;-1.0;0;0;-2.4832816553385766
1;Roman Dolidze;Khadis Ibragimov;1.0;20;2;6.847505424478258
1;Robert Whittaker;Darren Till;0.0;0;1;2.0123616501365533
1;Mauricio Rua;Rogerio Nogueira;1.0;0;-1;-5.4812898279909925
1;Khamzat Chimaev;John Phillips;-3.0;15;0;-8.892721958698672
1;Grant Dawson;Nad Narimani;-2.0;-10;-2;-6.855719145499223
1;Fabricio Werdum;Alexander Gustafsson;1.0;-26;2;9.462206616152283
1;Carla Esparza;Marina Rodriguez;5.0;0;2;-0.4490167491461153
1;Paul Craig;Gadzhimurad Antigulov;-4.0;0;-6;-0.7967309390336558
1;Lerone Murphy;Ricardo Ramos;0.0;0;-1;4.027461207280095
1;Modestas Bukauskas;Andreas Michailidis;-3.0;-20;-2;-5.566164945207636
1;Joel Alvarez;Joe Duffy;-5.0;0;-4;-5.035010985851866
1;Brett Johns;Montel Jackson;3.0;0;4;0.172488141440276
1;Alex Oliveira;Peter Sobotta;1.0;0;-1;-1.111590244837334
1;Khamzat Chimaev;Rhys McKee;0.0;0;3;1.3607397824732883
1;Francisco Trinaldo;Jai Herbert;4.0;-15;7;9.719569874809203
1;Jared Gordon;Chris Fishgold;-1.0;-10;0;3.748194692567267
1;Liana Jojua;Diana Belbita;3.0;-10;6;1.2649130372286905
1;Jack Shore;Aaron Phillips;1.0;0;0;-5.505930991053889
1;Amir Albazi;Malcolm Gordon;2.0;0;3;-3.441549107784554
1;Arman Tsarukyan;Davi Ramos;-1.0;0;-2;-9.933126621354306
1;Serghei Spivac;Carlos Felipe;-3.0;-15;-3;-0.03285488408386209
1;Nicolas Dalby;Jesse Ronson;-1.0;-15;-4;1.1033765238163686
1;Tom Aspinall;Jake Collier;-2.0;-26;0;-4.460050514384279
1;Movsar Evloev;Mike Grundy;0.0;0;0;-7.107606590142166
1;Tanner Boser;Raphael Pessoa;1.0;7;3;-2.398406538121933
1;Pannie Kianzad;Bethe Correia;-2.0;0;-2;-8.462870558601477
1;Derek Brunson;Edmen Shahbazyan;1.0;0;-3;13.878450618424745
1;Jennifer Maia;Joanne Wood;2.0;0;1;-2.7871893331143007
1;Vicente Luque;Randy Brown;4.0;0;3;-1.3881188525431734
1;Ramazan Emeev;Niklas Stolze;2.0;0;-1;5.601757736298486
1;Nathaniel Wood;John Castaneda;0.0;0;2;-1.3881188525431734
1;Bobby Green;Lando Vannata;-1.0;0;0;5.511406805067866
1;Jonathan Martinez;Frankie Saenz;-2.0;0;-4;-13.68679712793555
1;Nate Maness;Johnny Munoz;-1.0;0;-1;1.6427442041931046
1;Jamall Emmers;Vince Cachero;-4.0;0;-6;0.29021814274078184
1;Chris Gutierrez;Cody Durden;-2.0;-10;0;-0.06570976816772418
1;Derrick Lewis;Aleksei Oleinik;-1.0;-20;1;-7.636022642490948
1;Chris Weidman;Omari Akhmedov;-2.0;0;-5;3.3183432924700713
1;Darren Stewart;Maki Pitolo;-2.0;-20;1;-0.09856465225158627
1;Yana Kunitskaya;Julija Stoliarenko;1.0;0;-2;3.4059563166937035
1;Beneil Dariush;Scott Holtzman;-1.0;0;-3;-5.599019829291498
1;Tim Means;Laureano Staropoli;-1.0;15;-4;9.021403588027132
1;Kevin Holland;Joaquin Buckley;-5.0;0;-5;1.4729939697598171
1;Nasrat Haqparast;Alexander Munoz;-1.0;0;0;-5.4812898279909925
1;Andrew Sanchez;Wellington Turman;-1.0;0;-2;8.287644510154212
1;Gavin Tucker;Justin Jaynes;1.0;0;2;3.148593058036784
1;Youssef Zalal;Peter Barrett;0.0;0;1;-10.070021971703731
1;Irwin Rivera;Ali AlQaisi;0.0;0;1;1.6044135060952656
1;Stipe Miocic;Daniel Cormier;-5.0;-5;-8;-3.4169079447216575
1;Marlon Vera;Sean O'Malley;3.0;0;2;1.8918937418290587
1;Jairzinho Rozenstruik;Junior Dos Santos;2.0;-4;-1;-4.128763766538669
1;Daniel Pineda;Herbert Burns;2.0;0;4;2.4914953763595418
1;Merab Dvalishvili;John Dodson;-3.0;0;-2;-6.288972395052602
1;Vinc Pichel;Jim Miller;-2.0;0;-1;0.7666139619567821
1;Virna Jandiroba;Felice Herrig;1.0;0;1;-3.696174459434485
1;Danny Chavez;TJ Brown;1.0;0;5;3.1896616631416115
1;Livinha Souza;Ashley Yoder;4.0;0;6;-3.3895288746517727
1;Chris Daukaus;Parker Porter;-3.0;15;-1;-4.4271956303004165
1;Kai Kamaka;Tony Kelley;2.0;-10;1;-7.9563577623086035
1;Alistair Overeem;Augusto Sakai;-1.0;0;-3;10.976269191016927
1;Ovince Saint Preux;Alonzo Menifield;-3.0;0;-4;4.5284981895589915
1;Michel Pereira;Zelim Imadaev;-1.0;0;3;1.3032437353265296
1;Andre Muniz;Bartosz Fabinski;-1.0;-15;-3;-3.813904460734991
1;Brian Kelleher;Ray Rodriguez;1.0;-10;4;1.3087195493405066
1;Viviane Araujo;Montana De La Rosa;3.0;0;0;8.232886370014443
1;Aleksandar Rakic;Anthony Smith;0.0;0;-2;-3.531900039015175
1;Neil Magny;Robbie Lawler;-4.0;0;-6;-5.371773547711452
1;Alexa Grasso;Ji Yeon Kim;2.0;0;6;-3.808428646721014
1;Hunter Azure;Cole Smith;3.0;-10;-2;-2.907657241421795
1;Ricardo Lamas;Bill Algeo;4.0;0;2;7.052848450002395
1;Impa Kasanganay;Maki Pitolo;-1.0;15;0;-3.148593058036784
1;Zak Cummings;Alessio Di Chirico;0.0;0;-1;5.360821919683498
1;Alex Caceres;Austin Springer;-2.0;0;-2;-1.1088523378303456
1;Frankie Edgar;Pedro Munhoz;0.0;0;-3;4.892639821488463
1;Mike Rodriguez;Marcin Prachnio;-1.0;0;-8;-0.37509325995742554
1;Joe Solecki;Austin Hubbard;1.0;0;1;-1.6810749022909437
1;Sean Brady;Christian Aguilera;-1.0;0;0;-0.9965981505438167
1;Polyana Viana;Emily Whitmire;0.0;10;-4;-1.0595700117045526
1;Mallory Martin;Hannah Cifers;-3.0;0;-1;-1.5934618780673115
1;Shana Dobson;Mariya Agapova;0.0;0;-1;8.022067530476328
1;Daniel Rodriguez;Dwight Grant;0.0;0;2;-2.2943660718563694
1;Amanda Lemos;Inoue Mizuki;-1.0;10;0;7.244501940491591
1;Jordan Wright;Ike Villanueva;-1.0;20;-4;-7.507341013162488
1;Matthew Semelsberger;Carlton Minus;-3.0;0;0;0.4216376790762302
1;Timur Valiev;Trevin Jones;1.0;0;3;0.539367680376736
1;Michelle Waterson;Angela Hill;0.0;0;2;-0.9829086155088742
1;Ottman Azaitar;Khama Worthy;3.0;0;3;-3.3511981765539334
1;Roxanne Modafferi;Andrea Lee;-1.0;0;0;6.3847991402972
1;Ed Herman;Mike Rodriguez;3.0;0;5;8.156224973818764
1;Bobby Green;Alan Patrick;1.0;0;3;-3.1431172440228066
1;Billy Quarantillo;Kyle Nelson;1.0;10;1;2.362813747031082
1;Sijara Eubanks;Julia Avila;3.0;10;1;3.0390767777572436
1;Roosevelt Roberts;Kevin Croom;-3.0;-20;0;-6.579190537793384
1;Alexandr Romanov;Roque Martinez;-4.0;-12;-3;-4.772171913180969
1;Jalin Turner;Brok Weaver;-3.0;0;-4;-3.4497628288055195
1;Bryan Barberena;Anthony Ivy;2.0;15;2;0.7255453568519545
1;Sabina Mazo;Justine Kish;-2.0;0;-6;-8.947480098838444
1;Israel Adesanya;Paulo Costa;-3.0;20;-8;1.7467846704586678
1;Jan Blachowicz;Dominick Reyes;2.0;0;-1;6.836553796450303
1;Brandon Royval;Kai Kara-France;-5.0;0;1;0.6078153555514487
1;Ketlen Vieira;Sijara Eubanks;-4.0;-10;-1;-6.330041000157429
1;Hakeem Dawodu;Zubaira Tukhugov;0.0;0;-5;-0.4599683771740693
1;Brad Riddell;Alex Da Silva;1.0;0;2;4.34779632709775
1;Jake Matthews;Diego Sanchez;-1.0;0;-1;-12.632702930244974
1;Ludovit Klein;Shane Young;1.0;-10;0;-1.5633449009904379
1;William Knight;Aleksa Camur;3.0;0;1;7.477224036085614
1;Juan Espino;Jeff Hughes;-1.0;-5;-3;7.603167758407086
1;Danilo Marques;Khadis Ibragimov;-3.0;0;1;9.399234754991546
1;Colby Covington;Tyron Woodley;-2.0;0;2;-5.878286344004326
1;Donald Cerrone;Niko Price;-1.0;0;3;6.505267048604694
1;Khamzat Chimaev;Gerald Meerschaert;-1.0;15;2;-6.3683716982552685
1;Johnny Walker;Ryan Spann;-1.0;0;-3;-0.5996016345304832
1;Mackenzie Dern;Randa Markos;0.0;0;0;-7.619595200449017
1;Kevin Holland;Darren Stewart;-3.0;20;-7;-1.8508251367242312
1;David Dvorak;Jordan Espinosa;1.0;0;1;-2.573632586569197
1;Damon Jackson;Mirsad Bektic;-3.0;0;-1;2.524350260443404
1;Mayra Bueno Silva;Mara Romero Borella;0.0;-10;3;-5.218450755320095
1;Jessica-Rose Clark;Sarah Alpar;-1.0;0;-1;3.5072588759522785
1;Darrick Minner;TJ Laramie;-1.0;0;-3;7.466272408057661
1;Randy Costa;Journey Newson;-4.0;0;-6;-5.330704942606625
1;Andre Ewell;Irwin Rivera;-2.0;-10;-8;1.067783732725518
1;Tyson Nam;Jerome Rivera;3.0;0;4;11.543015941463548
1;Holly Holm;Irene Aldana;1.0;0;-1;6.43955728043697
1;Carlos Felipe;Yorgan De Castro;0.0;5;-1;-8.065874042588144
1;Germaine de Randamie;Julianna Pena;-3.0;0;-2;5.31975331457867
1;Kyler Phillips;Cameron Else;1.0;0;-1;-8.12610799674189
1;Dusko Todorovic;Dequan Townsend;2.0;20;5;-8.022067530476328
1;Carlos Condit;Court McGee;-3.0;0;0;0.6297186116073568
1;Charles Jourdain;Josh Culibao;1.0;0;4;-1.5113246678576562
1;Nassourdine Imavov;Jordan Williams;-2.0;0;0;-4.380651211181612
1;Loma Lookboonmee;Jinh Yu Frey;2.0;0;4;-10.664147792220238
1;Casey Kenney;Alatengheili;-2.0;0;-2;0.7364969848799086
1;Luigi Vendramini;Jessin Ayari;4.0;0;0;-3.6277267842597727
1;Brian Ortega;Chan Sung Jung;-1.0;0;3;-3.9343723690424857
1;Jessica Andrade;Katlyn Chookagian;8.0;0;6;-2.7406449139954963
1;Jimmy Crute;Modestas Bukauskas;1.0;0;4;-2.061643976262346
1;James Krause;Claudio Silva;-3.0;0;-2;-3.74271887855329
1;Jonathan Martinez;Thomas Almeida;-1.0;10;0;-2.7214795649465766
1;Guram Kutateladze;Mateusz Gamrot;-1.0;0;-2;-1.0759974537464836
1;Gillian Robertson;Poliana Botelho;3.0;-10;4;-6.417654024381062
1;Junyong Park;John Phillips;1.0;0;2;-5.7194877375989925
1;Fares Ziam;Jamie Mullarkey;-1.0;0;-1;-2.592797935618117
1;Maxim Grishin;Gadzhimurad Antigulov;-4.0;0;-8;2.7734997980793583
1;Said Nurmagomedov;Mark Striegl;0.0;10;0;-3.7837874836581173
1;Cory Sandhagen;Marlon Moraes;-5.0;0;-3;-3.9836546951682785
1;Edson Barboza;Makwan Amirkhani;-1.0;0;-3;2.7981409611422547
1;Marcin Tybura;Ben Rothwell;1.0;16;0;-4.063053998370945
1;Dricus Du Plessis;Markus Perez;0.0;0;-3;-5.563427038200648
1;Tom Aspinall;Alan Baudot;-2.0;-13;1;-5.19107168525021
1;Ilia Topuria;Youssef Zalal;3.0;-10;3;-0.38056907397140255
1;Tom Breese;KB Bhullar;1.0;0;5;0.043806512111816125
1;Chris Daukaus;Rodrigo Nascimento;-1.0;-4;4;3.170496314092692
1;Joaquin Buckley;Impa Kasanganay;1.0;-15;-1;-0.27379070069885075
1;Tony Kelley;Ali AlQaisi;-3.0;0;-2;3.6715332963715888
1;Giga Chikadze;Omar Morales;-1.0;0;-1;-2.8556370082890137
1;Tracy Cortez;Stephanie Egger;1.0;10;3;-5.327967035599636
1;Tagir Ulanbekov;Bruno Silva;-3.0;0;-5;-1.3935946665571504
1;Jan Blachowicz;Israel Adesanya;2.0;-20;2;6.406702396353108
1;Amanda Nunes;Megan Anderson;4.0;10;3;1.7029781583468517
1;Aljamain Sterling;Petr Yan;0.0;0;-4;3.5346379460221633
1;Aljamain Sterling;Petr Yan;0.0;0;-4;3.5346379460221633
1;Islam Makhachev;Drew Dober;-2.0;0;0;-3.019911428708324
1;Aleksandar Rakic;Thiago Santos;-2.0;0;-2;-8.082301484630074
1;Dominick Cruz;Casey Kenney;-1.0;0;0;6.0288712293886935
1;Kyler Phillips;Song Yadong;0.0;0;-5;2.475067934317611
1;Askar Askarov;Joseph Benavidez;-2.0;0;-2;-8.191817764909615
1;Leon Edwards;Belal Muhammad;-3.0;0;-2;-3.1266898019808758
1;Ryan Spann;Misha Cirkunov;-2.0;-20;-2;-4.487429584454164
1;Kai Kara-France;Rogerio Bontorin;1.0;0;-2;-0.9171988473411501
1;Tim Elliott;Jordan Espinosa;-1.0;0;3;2.874802357337933
1;Kennedy Nzechukwu;Carlos Ulberg;-1.0;0;-6;-1.5989376920812886
1;Dan Ige;Gavin Tucker;-1.0;0;-5;-5.136313545110441
1;Davey Grant;Jonathan Martinez;0.0;0;1;8.336926836280005
1;Matheus Nicolau;Manel Kape;-1.0;0;2;0.8542269861804144
1;Sean Brady;Jake Matthews;1.0;0;1;1.7358330424307138
1;Amanda Lemos;Livinha Souza;-1.0;0;-2;3.802952832707037
1;Uros Medic;Aalon Cruz;-1.0;-10;7;-3.5948719001759106
1;Trevin Jones;Mario Bautista;2.0;0;-1;2.907657241421795
1;Eryk Anders;Darren Stewart;-1.0;20;-1;3.693436552427497
0;Eryk Anders;Darren Stewart;1.0;-20;1;-3.693436552427497
0;Angela Hill;Ashley Yoder;-4.0;0;-5;-2.768023984065381
0;Charles Jourdain;Marcelo Rojo;1.0;10;-2;7.403300546896925
0;Rani Yahya;Ray Rodriguez;-1.0;0;-3;-3.241681896274393
0;Nasrat Haqparast;Rafa Garcia;3.0;0;2;1.04588047666961
0;JJ Aldrich;Cortney Casey;-2.0;0;0;5.404628431795314
0;Khabib Nurmagomedov;Justin Gaethje;-1.0;0;0;-0.15058488538436793
0;Robert Whittaker;Jared Cannonier;1.0;0;-4;6.762630307261614
0;Jinh Yu Frey;Gloria de Paula;-2.0;0;-2;-10.05633243666879
0;Matthew Semelsberger;Jason Witt;3.0;0;5;6.045298671430625
0;Alexander Volkov;Walt Harris;2.0;0;3;5.374511454718441
0;Phil Hawes;Jacob Malkoun;3.0;0;4;-6.628472863919177
0;Lauren Murphy;Liliya Shakirova;1.0;0;2;-8.243837998042396
0;Magomed Ankalaev;Ion Cutelaba;2.0;0;0;-1.5332279239135642
0;Magomed Ankalaev;Ion Cutelaba;2.0;0;0;-1.5332279239135642
0;Tai Tuivasa;Stefan Struve;-9.0;-1;-9;5.073341683949705
0;Casey Kenney;Nathaniel Wood;1.0;0;-1;-2.135567465451036
0;Shavkat Rakhmonov;Alex Oliveira;2.0;0;1;6.669541469024004
0;Da-Un Jung;Sam Alvey;2.0;20;3;7.589478223372143
0;Miranda Maverick;Liana Jojua;-1.0;0;3;2.277938629814438
0;Joel Alvarez;Alexander Yakovlev;-0.0;0;3;8.62166916500681
0;Derek Brunson;Kevin Holland;-2.0;0;-4;-8.837963818558903
0;Max Griffin;Song Kenan;-1.0;0;5;-4.276610744916049
0;Montserrat Conejo;Cheyanne Vlismas;-3.0;0;-2;-2.387454910093979
0;Adrian Yanez;Gustavo Lopez;2.0;0;3;4.424457723293428
0;Tai Tuivasa;Harry Hunsucker;-0.0;23;0;4.197211441713383
0;Macy Chiasson;Marion Reneau;5.0;10;4;14.100221085990814
0;Grant Dawson;Leonardo Santos;-2.0;0;-3;14.042725038844056
0;Trevin Giles;Roman Dolidze;-2.0;0;-2;4.060316091363957
0;Montel Jackson;Jesse Strader;3.0;0;5;0.9062472193131961
0;Bruno Silva;JP Buys;-1.0;-10;-2;-6.124697974633292
0;Robert Whittaker;Kelvin Gastelum;3.0;0;2;-0.8432753581524604
0;Andrei Arlovski;Chase Sherman;-1.0;-10;-1;-10.781877793520744
0;Jacob Malkoun;Abdul Razak Alhassan;-1.0;0;0;10.039904994626857
0;Tracy Cortez;Justine Kish;-0.0;0;1;5.659253783445245
0;Luis Pena;Alexander Munoz;6.0;0;3;3.3511981765539334
0;Alexandr Romanov;Juan Espino;-1.0;7;-5;10.171324530962305
0;Jessica Penne;Loopy Godinez;3.0;0;6;-10.601175931059501
0;Gerald Meerschaert;Bartosz Fabinski;1.0;15;2;1.645482111200093
0;Austin Hubbard;Dakota Bush;-0.0;0;-2;-2.464116306289657
0;Francis Ngannou;Stipe Miocic;-0.0;10;3;4.046626556329015
0;Vicente Luque;Tyron Woodley;2.0;0;1;9.640170571606536
0;Tony Gravely;Anthony Birchak;-3.0;0;0;5.369035640704463
0;Sean O'Malley;Thomas Almeida;4.0;-10;2;3.2334681752534276
0;Miranda Maverick;Gillian Robertson;-2.0;0;2;2.124615837423082
0;Jamie Mullarkey;Khama Worthy;1.0;0;0;7.838627761008097
0;Marvin Vettori;Kevin Holland;-3.0;20;-7;0.8733923352293339
0;Arnold Allen;Sodiq Yusuff;-1.0;0;-1;0.6790009377331498
0;Julian Marquez;Sam Alvey;-0.0;0;-3;4.005557951224187
0;Alonzo Menifield;Fabio Cherant;-1.0;0;2;-7.1048686831351775
0;Abubakar Nurmagomedov;Jared Gooden;-1.0;0;-5;-4.060316091363957
0;Michal Oleksiejczuk;Modestas Bukauskas;-3.0;0;-4;1.0321909416346673
0;Mackenzie Dern;Nina Nunes;-1.0;0;-1;7.304735894645338
0;Daniel Rodriguez;Mike Perry;3.0;0;3;-4.706462145013244
0;Joe Solecki;Jim Miller;1.0;0;-1;9.993360575508053
0;Omar Morales;Shane Young;3.0;0;1;-7.786607527875316
0;Marc-Andre Barriault;Abu Azaitar;4.0;0;-2;3.9453239970704397
0;Mateusz Gamrot;Scott Holtzman;1.0;0;1;7.197957521372786
0;John Makdessi;Ignacio Bahamondes;-7.0;0;-7;-12.317843624441295
0;Jarjis Danho;Yorgan De Castro;3.0;15;0;-3.1787100351136575
0;Kamaru Usman;Jorge Masvidal;1.0;0;2;2.4914953763595418
0;Kamaru Usman;Jorge Masvidal;1.0;0;2;2.4914953763595418
0;Rose Namajunas;Zhang Weili;1.0;0;2;2.8775402643449217
0;Rose Namajunas;Zhang Weili;1.0;0;2;2.8775402643449217
0;Valentina Shevchenko;Jessica Andrade;4.0;0;4;-3.5510653880640946
0;Jack Shore;Hunter Azure;-0.0;-10;2;2.932298404484692
0;Luis Saldana;Jordan Griffin;1.0;0;0;0.9117230333271731
0;Da-Un Jung;William Knight;6.0;0;5;5.678419132494165
0;Uriah Hall;Chris Weidman;-2.0;0;1;0.12046790830749433
0;Anthony Smith;Jimmy Crute;2.0;0;2;-7.605905665414074
0;Randy Brown;Alex Oliveira;4.0;0;2;2.376503282066025
0;Impa Kasanganay;Sasha Palatnikov;-2.0;0;3;4.84335749536267
0;Dwight Grant;Stefan Sekulic;1.0;0;1;-7.41151426791789
0;Brendan Allen;Karl Roberson;1.0;0;1;5.232140290355038
0;Pat Sabatini;Tristan Connelly;-2.0;0;2;4.909067263530394
0;Batgerel Danaa;Kevin Natividad;1.0;-10;0;-3.7454567855602785
0;Kazula Vargas;Rong Zhu;-1.0;0;0;-14.560189463164884
0;Jeff Molina;Aoriqileng;-1.0;-10;0;4.060316091363957
0;Ariane Carnelossi;Na Liang;-3.0;0;-6;-3.6906986454205084
0;Marina Rodriguez;Michelle Waterson;3.0;0;3;1.3087195493405066
0;Alex Morono;Donald Cerrone;-2.0;0;-1;7.384135197848005
0;Neil Magny;Geoff Neal;4.0;0;5;-3.0691937548341173
0;Marcos Rogerio de Lima;Maurice Greene;-6.0;-5;-5;-1.0267151276206903
0;Gregor Gillespie;Diego Ferreira;-2.0;0;-3;1.8179702526403692
0;Phil Hawes;Kyle Daukaus;-3.0;0;1;-4.136977487559635
0;Michael Trizano;Ludovit Klein;4.0;-10;-1;-3.1458551510297954
0;Junyong Park;Tafon Nchukwi;-2.0;-20;-4;-3.6277267842597727
0;Carlston Harris;Christian Aguilera;3.0;0;4;-4.380651211181612
0;Jiri Prochazka;Dominick Reyes;-1.0;0;3;2.800878868149243
0;Giga Chikadze;Cub Swanson;4.0;0;4;4.813240518285796
0;Ion Cutelaba;Dustin Jacoby;-2.0;0;-1;5.694846574536096
0;Sean Strickland;Krzysztof Jotko;-0.0;0;-1;1.5250142028925988
0;Merab Dvalishvili;Cody Stamann;-0.0;-10;4;1.1690862919840928
0;Luana Pinheiro;Randa Markos;-2.0;0;-1;7.274618917568465
0;TJ Brown;Kai Kamaka;2.0;0;3;-4.62432493480359
0;Luana Carolina;Poliana Botelho;-2.0;10;2;4.487429584454164
0;Loma Lookboonmee;Sam Hughes;-4.0;0;-3;3.5565412020780713
0;Andreas Michailidis;KB Bhullar;-4.0;0;-2;-3.2334681752534276
0;Felipe Colares;Luke Sanders;2.0;0;2;8.298596138182166
0;Rob Font;Cody Garbrandt;-0.0;10;6;-4.032937021294072
0;Carla Esparza;Yan Xiaonan;-4.0;0;0;-1.683812809297932
0;Jared Vanderaa;Justin Tafa;4.0;1;6;-1.5879860640533345
0;Norma Dumont;Felicia Spencer;1.0;0;-1;-0.16153651341232195
0;Ricardo Ramos;Bill Algeo;-3.0;0;-1;6.143863323682211
0;Jack Hermansson;Edmen Shahbazyan;-1.0;0;3;-9.445779174110351
0;Charles Oliveira;Michael Chandler;2.0;0;3;3.4826177128893816
0;Beneil Dariush;Tony Ferguson;-1.0;0;-4;5.22940238334805
0;Matt Schnell;Rogerio Bontorin;3.0;0;3;-2.27520072280745
0;Ben Rothwell;Chris Barnett;7.0;0;3;-4.657179818887451
0;Court McGee;Claudio Silva;-0.0;0;4;2.266987001786484
0;Bruno Silva;Victor Rodriguez;-1.0;0;-2;-2.475067934317611
0;Katlyn Chookagian;Viviane Araujo;5.0;0;0;2.102712581367174
0;Edson Barboza;Shane Burgos;-0.0;0;0;-5.1554788941593594
0;Andre Muniz;Jacare Souza;-0.0;0;6;10.198703601032191
0;Josh Culibao;Shayilan Nuerdanbieke;2.0;0;4;0.05475814013977015
0;Damir Ismagulov;Rafael Alves;2.0;0;6;0.2217704675660691
0;Chan Sung Jung;Dan Ige;-0.0;0;1;-4.388864932202578
0;Serghei Spivac;Aleksei Oleinik;1.0;20;-2;17.59652833391514
0;Lando Vannata;Mike Grundy;2.0;10;-1;5.193809592257199
0;Jordan Wright;Jamie Pickett;-0.0;0;-3;3.1047865459249677
0;Andrea Lee;Antonina Shevchenko;-2.0;0;2;4.227328418790256
0;Israel Adesanya;Marvin Vettori;4.0;-20;6;-4.16435655762952
0;Brandon Moreno;Deiveson Figueiredo;2.0;0;2;5.971375182241935
0;Marlon Vera;Davey Grant;-0.0;0;1;6.957021704757798
0;SeungWoo Choi;Julian Erosa;-1.0;0;0;3.2608472453233124
0;Bruno Silva;Wellington Turman;-8.0;-60;-7;-6.351944256213338
0;Priscila Cachoeira;Gina Mazany;1.0;0;-3;-0.0
0;Tucker Lutz;Kevin Aguilar;1.0;-10;-1;5.842693552913476
0;Christos Giagos;Sean Soriano;1.0;10;1;0.29843186376174735
0;Leon Edwards;Nate Diaz;2.0;0;-2;6.357420070227315
0;Belal Muhammad;Demian Maia;-2.0;0;0;10.672361513241203
0;Paul Craig;Jamahal Hill;-1.0;0;-3;-3.474403991868416
0;Matt Brown;Dhiego Lima;-2.0;0;0;-8.057660321567178
0;Nicolae Negumereanu;Aleksa Camur;-1.0;0;4;-1.056832104697564
0;Virna Jandiroba;Kanako Murata;2.0;0;2;-5.196547499264187
0;Brad Riddell;Drew Dober;-1.0;0;1;2.9459879395196342
0;Eryk Anders;Darren Stewart;1.0;-20;1;-3.693436552427497
0;Eryk Anders;Darren Stewart;1.0;-20;1;-3.693436552427497
0;Lauren Murphy;Joanne Wood;-1.0;0;2;-2.409358166149887
0;Khaos Williams;Matthew Semelsberger;-1.0;0;2;1.3470502474383457
0;Josh Parisian;Roque Martinez;6.0;15;7;3.3183432924700713
0;Ricky Glenn;Joaquim Silva;4.0;0;1;0.1807018624612415
0;Movsar Evloev;Hakeem Dawodu;-1.0;0;-1;2.614701191674025
0;Pannie Kianzad;Alexis Davis;1.0;0;-2;7.176054265316878
